ISO_Year,ISO_Week,ISO_Week_Start_Date,LandingPage_Group,Channel_Group,Device_Group,Sessions,TotalUsers,NewUsers,Pageviews
2023,45,2023-11-06,./members/,Paid,MOBILE,10972,8597,161,49646
2023,45,2023-11-06,./members/,Paid,NON-MOBILE,18977,15650,74,135102
2023,45,2023-11-06,./members/,SEO,MOBILE,6707,5333,505,29310
2023,45,2023-11-06,./members/,SEO,NON-MOBILE,21778,18049,580,162069
2023,45,2023-11-06,./members/,Undefined,MOBILE,723,723,0,5216
2023,45,2023-11-06,./members/,Undefined,NON-MOBILE,717,711,0,6386
2023,45,2023-11-06,.Home,Direct,MOBILE,53366,47381,26496,384152
2023,45,2023-11-06,.Home,Direct,NON-MOBILE,31013,27508,12207,289739
2023,45,2023-11-06,.Home,Other,MOBILE,2602,2329,1513,13266
2023,45,2023-11-06,.Home,Other,NON-MOBILE,2529,2040,385,37590
2023,45,2023-11-06,.Home,Paid,MOBILE,44643,39131,23005,305020
2023,45,2023-11-06,.Home,Paid,NON-MOBILE,30722,27802,13125,304612
2023,45,2023-11-06,.Home,SEO,MOBILE,14494,12740,6195,107561
2023,45,2023-11-06,.Home,SEO,NON-MOBILE,22068,19638,8239,235631
2023,45,2023-11-06,.Home,Undefined,MOBILE,800,801,0,5467
2023,45,2023-11-06,.Home,Undefined,NON-MOBILE,248,246,1,2861
2023,45,2023-11-06,.LYP,Direct,MOBILE,5813,4924,2917,22174
2023,45,2023-11-06,.LYP,Direct,NON-MOBILE,1871,1495,654,14103
2023,45,2023-11-06,.LYP,Other,MOBILE,186,164,114,676
2023,45,2023-11-06,.LYP,Other,NON-MOBILE,125,80,15,914
2023,45,2023-11-06,.LYP,Paid,MOBILE,11806,11324,9221,22468
2023,45,2023-11-06,.LYP,Paid,NON-MOBILE,2607,2112,1161,14487
2023,45,2023-11-06,.LYP,SEO,MOBILE,553,439,32,2602
2023,45,2023-11-06,.LYP,SEO,NON-MOBILE,883,623,61,6625
2023,45,2023-11-06,.LYP,Undefined,MOBILE,99,99,0,540
2023,45,2023-11-06,.LYP,Undefined,NON-MOBILE,28,28,0,175
2023,45,2023-11-06,.Other,Direct,MOBILE,16684,15448,5072,32854
2023,45,2023-11-06,.Other,Direct,NON-MOBILE,16143,15276,2231,33656
2023,45,2023-11-06,.Other,Other,MOBILE,759,706,310,1815
2023,45,2023-11-06,.Other,Other,NON-MOBILE,4232,3461,146,253569
2023,45,2023-11-06,.Other,Paid,MOBILE,15950,14923,7549,66293
2023,45,2023-11-06,.Other,Paid,NON-MOBILE,14871,14156,2371,51185
2023,45,2023-11-06,.Other,SEO,MOBILE,6458,5922,2226,23578
2023,45,2023-11-06,.Other,SEO,NON-MOBILE,17553,16600,3166,89896
2023,45,2023-11-06,.Other,Undefined,MOBILE,541,541,0,2151
2023,45,2023-11-06,.Other,Undefined,NON-MOBILE,380,379,1,3414
2023,45,2023-11-06,.Property,Direct,MOBILE,41313,30434,19105,91318
2023,45,2023-11-06,.Property,Direct,NON-MOBILE,15628,14665,13253,30527
2023,45,2023-11-06,.Property,Other,MOBILE,19502,18848,17433,47139
2023,45,2023-11-06,.Property,Other,NON-MOBILE,2364,2117,1582,7460
2023,45,2023-11-06,.Property,Paid,MOBILE,5155,2608,287,14377
2023,45,2023-11-06,.Property,Paid,NON-MOBILE,1401,753,36,10277
2023,45,2023-11-06,.Property,SEO,MOBILE,2987,1469,198,8357
2023,45,2023-11-06,.Property,SEO,NON-MOBILE,1628,940,100,12508
2023,45,2023-11-06,.Property,Undefined,MOBILE,34,34,0,86
2023,45,2023-11-06,.Property,Undefined,NON-MOBILE,16,16,0,93
2023,46,2023-11-13,./corporate/,Direct,MOBILE,215,198,166,819
2023,46,2023-11-13,./corporate/,Direct,NON-MOBILE,116,105,66,762
2023,46,2023-11-13,./corporate/,Other,MOBILE,10,9,7,67
2023,46,2023-11-13,./corporate/,Other,NON-MOBILE,14,14,8,79
2023,46,2023-11-13,./corporate/,Paid,MOBILE,12,11,0,124
2023,46,2023-11-13,./corporate/,Paid,NON-MOBILE,3,3,1,15
2023,46,2023-11-13,./corporate/,SEO,MOBILE,3333,3218,2544,19272
2023,46,2023-11-13,./corporate/,SEO,NON-MOBILE,2049,1995,1572,15240
2023,46,2023-11-13,./corporate/,Undefined,MOBILE,5,5,0,46
2023,46,2023-11-13,./corporate/,Undefined,NON-MOBILE,4,4,0,23
2023,46,2023-11-13,./housing/,Direct,MOBILE,9142,8200,4050,31726
2023,46,2023-11-13,./housing/,Direct,NON-MOBILE,4083,3836,1455,22617
2023,46,2023-11-13,./housing/,Other,MOBILE,298,268,98,1275
2023,46,2023-11-13,./housing/,Other,NON-MOBILE,365,330,40,2625
2023,46,2023-11-13,./housing/,Paid,MOBILE,8067,7105,1727,33078
2023,46,2023-11-13,./housing/,Paid,NON-MOBILE,4140,3855,1111,29226
2023,46,2023-11-13,./housing/,SEO,MOBILE,5257,4666,1794,27984
2023,46,2023-11-13,./housing/,SEO,NON-MOBILE,4496,4222,1354,34051
2023,46,2023-11-13,./housing/,Undefined,MOBILE,222,222,0,1517
2023,46,2023-11-13,./housing/,Undefined,NON-MOBILE,157,157,0,1129
2023,46,2023-11-13,./members/,Direct,MOBILE,46477,39890,12864,174778
2023,46,2023-11-13,./members/,Direct,NON-MOBILE,42399,35251,4965,247097
2023,46,2023-11-13,./members/,Other,MOBILE,1298,917,125,4899
2023,46,2023-11-13,./members/,Other,NON-MOBILE,3463,2610,53,24456
2023,46,2023-11-13,./members/,Paid,MOBILE,10797,8626,163,50274
2023,46,2023-11-13,./members/,Paid,NON-MOBILE,19191,15862,66,131982
2023,46,2023-11-13,./members/,SEO,MOBILE,6752,5359,522,29583
2023,46,2023-11-13,./members/,SEO,NON-MOBILE,21930,18090,589,157671
2023,46,2023-11-13,./members/,Undefined,MOBILE,764,764,0,5487
2023,46,2023-11-13,./members/,Undefined,NON-MOBILE,623,617,0,5608
2023,46,2023-11-13,.Home,Direct,MOBILE,54510,48525,27750,387402
2023,46,2023-11-13,.Home,Direct,NON-MOBILE,31760,28246,13131,283968
2023,46,2023-11-13,.Home,Other,MOBILE,2296,2029,1268,12276
2023,46,2023-11-13,.Home,Other,NON-MOBILE,2386,1964,426,32162
2023,46,2023-11-13,.Home,Paid,MOBILE,45160,39716,23636,308529
2023,46,2023-11-13,.Home,Paid,NON-MOBILE,31280,28233,13304,308612
2023,46,2023-11-13,.Home,SEO,MOBILE,14043,12357,6010,104757
2023,46,2023-11-13,.Home,SEO,NON-MOBILE,21017,18750,7655,226325
2023,46,2023-11-13,.Home,Undefined,MOBILE,977,977,0,7159
2023,46,2023-11-13,.Home,Undefined,NON-MOBILE,260,260,0,3770
2023,46,2023-11-13,.LYP,Direct,MOBILE,5675,4807,2901,22473
2023,46,2023-11-13,.LYP,Direct,NON-MOBILE,1945,1560,778,14618
2023,46,2023-11-13,.LYP,Other,MOBILE,208,190,122,636
2023,46,2023-11-13,.LYP,Other,NON-MOBILE,115,70,19,746
2023,46,2023-11-13,.LYP,Paid,MOBILE,11875,11359,9321,22684
2023,46,2023-11-13,.LYP,Paid,NON-MOBILE,2837,2294,1345,14699
2023,46,2023-11-13,.LYP,SEO,MOBILE,525,412,35,2835
2023,46,2023-11-13,.LYP,SEO,NON-MOBILE,781,572,51,5020
2023,46,2023-11-13,.LYP,Undefined,MOBILE,90,90,0,355
2023,46,2023-11-13,.LYP,Undefined,NON-MOBILE,28,27,0,312
2023,46,2023-11-13,.Other,Direct,MOBILE,15953,14869,4771,30115
2023,46,2023-11-13,.Other,Direct,NON-MOBILE,15570,14872,2325,31073
2023,46,2023-11-13,.Other,Other,MOBILE,800,758,405,1931
2023,46,2023-11-13,.Other,Other,NON-MOBILE,3712,3075,116,242928
2023,46,2023-11-13,.Other,Paid,MOBILE,15427,14535,7318,62448
2023,46,2023-11-13,.Other,Paid,NON-MOBILE,15074,14287,2502,53455
2023,46,2023-11-13,.Other,SEO,MOBILE,5862,5424,2096,20844
2023,46,2023-11-13,.Other,SEO,NON-MOBILE,16819,15862,3009,90662
2023,46,2023-11-13,.Other,Undefined,MOBILE,575,574,0,2306
2023,46,2023-11-13,.Other,Undefined,NON-MOBILE,360,358,0,2562
2023,46,2023-11-13,.Property,Direct,MOBILE,40474,29748,18598,90184
2023,46,2023-11-13,.Property,Direct,NON-MOBILE,15672,14705,12804,30846
2023,46,2023-11-13,.Property,Other,MOBILE,21192,20507,18982,50520
2023,46,2023-11-13,.Property,Other,NON-MOBILE,2709,2464,1990,8529
2023,46,2023-11-13,.Property,Paid,MOBILE,5247,2669,331,16229
2023,46,2023-11-13,.Property,Paid,NON-MOBILE,1442,795,57,10618
2023,46,2023-11-13,.Property,SEO,MOBILE,2585,1319,201,7423
2023,46,2023-11-13,.Property,SEO,NON-MOBILE,1619,945,111,11318
2023,46,2023-11-13,.Property,Undefined,MOBILE,52,51,0,111
2023,46,2023-11-13,.Property,Undefined,NON-MOBILE,17,17,0,139
2023,47,2023-11-20,./corporate/,Direct,MOBILE,153,149,127,628
2023,47,2023-11-20,./corporate/,Direct,NON-MOBILE,96,85,55,752
2023,47,2023-11-20,./corporate/,Other,MOBILE,10,6,1,22
2023,47,2023-11-20,./corporate/,Other,NON-MOBILE,12,12,8,61
2023,47,2023-11-20,./corporate/,Paid,MOBILE,12,11,0,89
2023,47,2023-11-20,./corporate/,Paid,NON-MOBILE,10,10,0,60
2023,47,2023-11-20,./corporate/,SEO,MOBILE,3135,2976,2365,16481
2023,47,2023-11-20,./corporate/,SEO,NON-MOBILE,1697,1646,1275,12734
2023,47,2023-11-20,./corporate/,Undefined,MOBILE,8,8,0,26
2023,47,2023-11-20,./corporate/,Undefined,NON-MOBILE,5,5,0,25
2023,47,2023-11-20,./housing/,Direct,MOBILE,8274,7480,3618,29345
2023,47,2023-11-20,./housing/,Direct,NON-MOBILE,3070,2860,882,19542
2023,47,2023-11-20,./housing/,Other,MOBILE,386,372,211,1390
2023,47,2023-11-20,./housing/,Other,NON-MOBILE,303,281,27,3173
2023,47,2023-11-20,./housing/,Paid,MOBILE,7711,6799,1659,30908
2023,47,2023-11-20,./housing/,Paid,NON-MOBILE,3707,3475,1001,26085
2023,47,2023-11-20,./housing/,SEO,MOBILE,4672,4219,1618,24470
2023,47,2023-11-20,./housing/,SEO,NON-MOBILE,3572,3350,1080,29468
2023,47,2023-11-20,./housing/,Undefined,MOBILE,299,299,0,2238
2023,47,2023-11-20,./housing/,Undefined,NON-MOBILE,100,99,0,1042
2023,47,2023-11-20,./members/,Direct,MOBILE,38623,33293,10418,139592
2023,47,2023-11-20,./members/,Direct,NON-MOBILE,32862,27503,3748,188604
2023,47,2023-11-20,./members/,Other,MOBILE,1161,848,112,5204
2023,47,2023-11-20,./members/,Other,NON-MOBILE,2998,2262,42,22709
2023,47,2023-11-20,./members/,Paid,MOBILE,9214,7332,149,39902
2023,47,2023-11-20,./members/,Paid,NON-MOBILE,14600,12101,45,103271
2023,47,2023-11-20,./members/,SEO,MOBILE,5751,4656,495,25398
2023,47,2023-11-20,./members/,SEO,NON-MOBILE,16293,13601,449,119545
2023,47,2023-11-20,./members/,Undefined,MOBILE,1026,1025,0,7407
2023,47,2023-11-20,./members/,Undefined,NON-MOBILE,587,579,0,4520
2023,47,2023-11-20,.Home,Direct,MOBILE,45999,41375,23593,321979
2023,47,2023-11-20,.Home,Direct,NON-MOBILE,24623,21808,9675,221202
2023,47,2023-11-20,.Home,Other,MOBILE,2112,1907,1235,11550
2023,47,2023-11-20,.Home,Other,NON-MOBILE,1928,1611,394,27485
2023,47,2023-11-20,.Home,Paid,MOBILE,41586,37358,23537,274992
2023,47,2023-11-20,.Home,Paid,NON-MOBILE,24058,22224,11062,243001
2023,47,2023-11-20,.Home,SEO,MOBILE,12960,11379,5713,93735
2023,47,2023-11-20,.Home,SEO,NON-MOBILE,15370,13742,5686,173673
2023,47,2023-11-20,.Home,Undefined,MOBILE,1145,1145,0,8962
2023,47,2023-11-20,.Home,Undefined,NON-MOBILE,255,255,0,2693
2023,47,2023-11-20,.LYP,Direct,MOBILE,5054,4298,2663,18918
2023,47,2023-11-20,.LYP,Direct,NON-MOBILE,1490,1186,567,10373
2023,47,2023-11-20,.LYP,Other,MOBILE,201,189,131,657
2023,47,2023-11-20,.LYP,Other,NON-MOBILE,59,55,18,382
2023,47,2023-11-20,.LYP,Paid,MOBILE,15080,14625,12583,24757
2023,47,2023-11-20,.LYP,Paid,NON-MOBILE,2738,2384,1566,11431
2023,47,2023-11-20,.LYP,SEO,MOBILE,449,368,25,1825
2023,47,2023-11-20,.LYP,SEO,NON-MOBILE,481,392,14,4690
2023,47,2023-11-20,.LYP,Undefined,MOBILE,164,164,0,724
2023,47,2023-11-20,.LYP,Undefined,NON-MOBILE,29,29,0,117
2023,47,2023-11-20,.Other,Direct,MOBILE,12915,12164,4031,25287
2023,47,2023-11-20,.Other,Direct,NON-MOBILE,12254,11598,1687,27222
2023,47,2023-11-20,.Other,Other,MOBILE,820,790,501,2306
2023,47,2023-11-20,.Other,Other,NON-MOBILE,3516,2809,126,205878
2023,47,2023-11-20,.Other,Paid,MOBILE,13786,13088,7046,52997
2023,47,2023-11-20,.Other,Paid,NON-MOBILE,11936,11387,2065,43571
2023,47,2023-11-20,.Other,SEO,MOBILE,5250,4866,1835,19755
2023,47,2023-11-20,.Other,SEO,NON-MOBILE,13814,13030,2815,85817
2023,47,2023-11-20,.Other,Undefined,MOBILE,808,808,0,3046
2023,47,2023-11-20,.Other,Undefined,NON-MOBILE,308,307,0,1621
2023,47,2023-11-20,.Property,Direct,MOBILE,35410,26765,15807,78444
2023,47,2023-11-20,.Property,Direct,NON-MOBILE,15259,14478,12364,32955
2023,47,2023-11-20,.Property,Other,MOBILE,13643,13137,11942,32183
2023,47,2023-11-20,.Property,Other,NON-MOBILE,2285,1915,1305,6799
2023,47,2023-11-20,.Property,Paid,MOBILE,5336,3043,105,16561
2023,47,2023-11-20,.Property,Paid,NON-MOBILE,1746,1217,33,13291
2023,47,2023-11-20,.Property,SEO,MOBILE,3223,1982,342,10545
2023,47,2023-11-20,.Property,SEO,NON-MOBILE,1798,1312,140,14856
2023,47,2023-11-20,.Property,Undefined,MOBILE,178,176,0,672
2023,47,2023-11-20,.Property,Undefined,NON-MOBILE,58,58,0,685
2023,48,2023-11-27,./corporate/,Direct,MOBILE,212,193,161,755
2023,48,2023-11-27,./corporate/,Direct,NON-MOBILE,131,107,67,899
2023,48,2023-11-27,./corporate/,Other,MOBILE,4,4,3,22
2023,48,2023-11-27,./corporate/,Other,NON-MOBILE,13,13,12,65
2023,48,2023-11-27,./corporate/,Paid,MOBILE,15,14,0,81
2023,48,2023-11-27,./corporate/,Paid,NON-MOBILE,2,2,0,31
2023,48,2023-11-27,./corporate/,SEO,MOBILE,3342,3210,2518,18067
2023,48,2023-11-27,./corporate/,SEO,NON-MOBILE,2049,2006,1582,14717
2023,48,2023-11-27,./corporate/,Undefined,MOBILE,7,7,0,159
2023,48,2023-11-27,./corporate/,Undefined,NON-MOBILE,3,3,0,34
2023,48,2023-11-27,./housing/,Direct,MOBILE,8910,7859,3721,30449
2023,48,2023-11-27,./housing/,Direct,NON-MOBILE,3860,3605,1332,23135
2023,48,2023-11-27,./housing/,Other,MOBILE,378,349,181,1456
2023,48,2023-11-27,./housing/,Other,NON-MOBILE,368,337,33,4080
2023,48,2023-11-27,./housing/,Paid,MOBILE,8107,7171,1956,34200
2023,48,2023-11-27,./housing/,Paid,NON-MOBILE,4419,4118,1401,31429
2023,48,2023-11-27,./housing/,SEO,MOBILE,5656,5035,1946,29155
2023,48,2023-11-27,./housing/,SEO,NON-MOBILE,4524,4244,1431,35818
2023,48,2023-11-27,./housing/,Undefined,MOBILE,378,378,0,2244
2023,48,2023-11-27,./housing/,Undefined,NON-MOBILE,138,138,0,1170
2023,48,2023-11-27,./members/,Direct,MOBILE,47010,40590,13514,176344
2023,48,2023-11-27,./members/,Direct,NON-MOBILE,45447,37694,5335,265281
2023,48,2023-11-27,./members/,Other,MOBILE,1212,890,110,5403
2023,48,2023-11-27,./members/,Other,NON-MOBILE,3604,2725,28,23592
2023,48,2023-11-27,./members/,Paid,MOBILE,11021,8565,157,47907
2023,48,2023-11-27,./members/,Paid,NON-MOBILE,19370,16110,77,135139
2023,48,2023-11-27,./members/,SEO,MOBILE,7091,5636,594,32941
2023,48,2023-11-27,./members/,SEO,NON-MOBILE,22838,18802,623,163085
2023,48,2023-11-27,./members/,Undefined,MOBILE,1758,1757,0,13430
2023,48,2023-11-27,./members/,Undefined,NON-MOBILE,714,708,0,6930
2023,48,2023-11-27,.Home,Direct,MOBILE,55207,48399,27667,385842
2023,48,2023-11-27,.Home,Direct,NON-MOBILE,33009,29060,13004,300634
2023,48,2023-11-27,.Home,Other,MOBILE,2781,2464,1665,14469
2023,48,2023-11-27,.Home,Other,NON-MOBILE,2598,2165,556,36091
2023,48,2023-11-27,.Home,Paid,MOBILE,46043,40922,25165,305635
2023,48,2023-11-27,.Home,Paid,NON-MOBILE,32247,29180,14401,316319
2023,48,2023-11-27,.Home,SEO,MOBILE,18079,15928,8518,129242
2023,48,2023-11-27,.Home,SEO,NON-MOBILE,22895,20709,9081,251943
2023,48,2023-11-27,.Home,Undefined,MOBILE,1925,1928,0,14570
2023,48,2023-11-27,.Home,Undefined,NON-MOBILE,309,308,0,3392
2023,48,2023-11-27,.LYP,Direct,MOBILE,6662,5727,3748,24520
2023,48,2023-11-27,.LYP,Direct,NON-MOBILE,2105,1642,834,13806
2023,48,2023-11-27,.LYP,Other,MOBILE,289,274,216,713
2023,48,2023-11-27,.LYP,Other,NON-MOBILE,113,85,30,597
2023,48,2023-11-27,.LYP,Paid,MOBILE,29164,28608,25627,43628
2023,48,2023-11-27,.LYP,Paid,NON-MOBILE,3825,3397,2269,16648
2023,48,2023-11-27,.LYP,SEO,MOBILE,499,405,36,2497
2023,48,2023-11-27,.LYP,SEO,NON-MOBILE,715,523,40,5598
2023,48,2023-11-27,.LYP,Undefined,MOBILE,357,357,0,1299
2023,48,2023-11-27,.LYP,Undefined,NON-MOBILE,45,45,0,319
2023,48,2023-11-27,.Other,Direct,MOBILE,15515,14582,4808,26780
2023,48,2023-11-27,.Other,Direct,NON-MOBILE,16824,15905,2289,34587
2023,48,2023-11-27,.Other,Other,MOBILE,1121,1049,696,2821
2023,48,2023-11-27,.Other,Other,NON-MOBILE,4281,3547,190,262354
2023,48,2023-11-27,.Other,Paid,MOBILE,18338,17534,10496,63251
2023,48,2023-11-27,.Other,Paid,NON-MOBILE,16027,15206,2816,55173
2023,48,2023-11-27,.Other,SEO,MOBILE,6724,6207,2478,24891
2023,48,2023-11-27,.Other,SEO,NON-MOBILE,18792,17703,3523,100355
2023,48,2023-11-27,.Other,Undefined,MOBILE,1728,1728,0,5947
2023,48,2023-11-27,.Other,Undefined,NON-MOBILE,406,400,0,2028
2023,48,2023-11-27,.Property,Direct,MOBILE,42039,31181,19214,90938
2023,48,2023-11-27,.Property,Direct,NON-MOBILE,16722,15673,13896,33250
2023,48,2023-11-27,.Property,Other,MOBILE,18660,18139,17045,41999
2023,48,2023-11-27,.Property,Other,NON-MOBILE,2479,2186,1639,7255
2023,48,2023-11-27,.Property,Paid,MOBILE,4672,2215,74,13170
2023,48,2023-11-27,.Property,Paid,NON-MOBILE,1543,808,27,11964
2023,48,2023-11-27,.Property,SEO,MOBILE,2910,1460,228,8838
2023,48,2023-11-27,.Property,SEO,NON-MOBILE,1746,959,116,12692
2023,48,2023-11-27,.Property,Undefined,MOBILE,202,202,0,481
2023,48,2023-11-27,.Property,Undefined,NON-MOBILE,13,12,0,102
2023,49,2023-12-04,./corporate/,Direct,MOBILE,177,170,145,697
2023,49,2023-12-04,./corporate/,Direct,NON-MOBILE,124,109,79,711
2023,49,2023-12-04,./corporate/,Other,MOBILE,2,2,2,2
2023,49,2023-12-04,./corporate/,Other,NON-MOBILE,11,11,5,65
2023,49,2023-12-04,./corporate/,Paid,MOBILE,22,18,0,93
2023,49,2023-12-04,./corporate/,Paid,NON-MOBILE,9,9,0,31
2023,49,2023-12-04,./corporate/,SEO,MOBILE,3367,3236,2573,18362
2023,49,2023-12-04,./corporate/,SEO,NON-MOBILE,1967,1904,1480,13880
2023,49,2023-12-04,./corporate/,Undefined,MOBILE,6,6,0,30
2023,49,2023-12-04,./corporate/,Undefined,NON-MOBILE,2,2,0,8
2023,49,2023-12-04,./housing/,Direct,MOBILE,8682,7672,3418,30995
2023,49,2023-12-04,./housing/,Direct,NON-MOBILE,3566,3316,943,22400
2023,49,2023-12-04,./housing/,Other,MOBILE,490,443,209,2074
2023,49,2023-12-04,./housing/,Other,NON-MOBILE,363,337,30,4410
2023,49,2023-12-04,./housing/,Paid,MOBILE,7417,6468,1367,30145
2023,49,2023-12-04,./housing/,Paid,NON-MOBILE,3977,3661,961,26920
2023,49,2023-12-04,./housing/,SEO,MOBILE,5625,5004,1962,29943
2023,49,2023-12-04,./housing/,SEO,NON-MOBILE,4391,4134,1444,35486
2023,49,2023-12-04,./housing/,Undefined,MOBILE,355,355,0,2155
2023,49,2023-12-04,./housing/,Undefined,NON-MOBILE,151,151,0,1372
2023,49,2023-12-04,./members/,Direct,MOBILE,45116,38861,12769,169349
2023,49,2023-12-04,./members/,Direct,NON-MOBILE,43758,36270,5245,246407
2023,49,2023-12-04,./members/,Other,MOBILE,1093,828,99,4573
2023,49,2023-12-04,./members/,Other,NON-MOBILE,3564,2654,35,23946
2023,49,2023-12-04,./members/,Paid,MOBILE,10295,8115,154,44392
2023,49,2023-12-04,./members/,Paid,NON-MOBILE,18371,15376,51,128672
2023,49,2023-12-04,./members/,SEO,MOBILE,6869,5497,593,30768
2023,49,2023-12-04,./members/,SEO,NON-MOBILE,22287,18283,656,158986
2023,49,2023-12-04,./members/,Undefined,MOBILE,1680,1679,0,12358
2023,49,2023-12-04,./members/,Undefined,NON-MOBILE,683,674,0,5746
2023,49,2023-12-04,.Home,Direct,MOBILE,52037,46270,25541,368992
2023,49,2023-12-04,.Home,Direct,NON-MOBILE,31506,27665,11824,286719
2023,49,2023-12-04,.Home,Other,MOBILE,2550,2211,1438,13205
2023,49,2023-12-04,.Home,Other,NON-MOBILE,2520,2095,524,33413
2023,49,2023-12-04,.Home,Paid,MOBILE,40062,35443,20486,277106
2023,49,2023-12-04,.Home,Paid,NON-MOBILE,29790,27069,12755,298030
2023,49,2023-12-04,.Home,SEO,MOBILE,14268,12453,5935,105512
2023,49,2023-12-04,.Home,SEO,NON-MOBILE,20100,18039,7453,215435
2023,49,2023-12-04,.Home,Undefined,MOBILE,1707,1708,0,12796
2023,49,2023-12-04,.Home,Undefined,NON-MOBILE,231,229,0,2414
2023,49,2023-12-04,.LYP,Direct,MOBILE,6261,5419,3563,21940
2023,49,2023-12-04,.LYP,Direct,NON-MOBILE,1952,1546,804,14239
2023,49,2023-12-04,.LYP,Other,MOBILE,316,296,219,792
2023,49,2023-12-04,.LYP,Other,NON-MOBILE,112,100,20,1085
2023,49,2023-12-04,.LYP,Paid,MOBILE,27745,27151,23994,41552
2023,49,2023-12-04,.LYP,Paid,NON-MOBILE,3311,2865,1818,14848
2023,49,2023-12-04,.LYP,SEO,MOBILE,502,393,33,2325
2023,49,2023-12-04,.LYP,SEO,NON-MOBILE,731,566,49,6294
2023,49,2023-12-04,.LYP,Undefined,MOBILE,364,364,0,1009
2023,49,2023-12-04,.LYP,Undefined,NON-MOBILE,22,22,0,132
2023,49,2023-12-04,.Other,Direct,MOBILE,14954,14092,4627,23850
2023,49,2023-12-04,.Other,Direct,NON-MOBILE,19844,17236,7599,83665
2023,49,2023-12-04,.Other,Other,MOBILE,1194,1108,742,2922
2023,49,2023-12-04,.Other,Other,NON-MOBILE,4015,3239,155,251250
2023,49,2023-12-04,.Other,Paid,MOBILE,19869,18887,11390,73787
2023,49,2023-12-04,.Other,Paid,NON-MOBILE,16164,15356,3028,61288
2023,49,2023-12-04,.Other,SEO,MOBILE,6009,5575,2058,22584
2023,49,2023-12-04,.Other,SEO,NON-MOBILE,18579,17531,3655,111339
2023,49,2023-12-04,.Other,Undefined,MOBILE,1572,1573,0,5595
2023,49,2023-12-04,.Other,Undefined,NON-MOBILE,439,431,0,2643
2023,49,2023-12-04,.Property,Direct,MOBILE,42390,31626,19178,90836
2023,49,2023-12-04,.Property,Direct,NON-MOBILE,11529,10504,9045,27462
2023,49,2023-12-04,.Property,Other,MOBILE,17134,16634,15465,39412
2023,49,2023-12-04,.Property,Other,NON-MOBILE,2385,2076,1479,7395
2023,49,2023-12-04,.Property,Paid,MOBILE,4924,2394,88,14805
2023,49,2023-12-04,.Property,Paid,NON-MOBILE,1564,903,22,11882
2023,49,2023-12-04,.Property,SEO,MOBILE,3235,1727,273,9603
2023,49,2023-12-04,.Property,SEO,NON-MOBILE,1726,1011,82,15032
2023,49,2023-12-04,.Property,Undefined,MOBILE,216,215,0,719
2023,49,2023-12-04,.Property,Undefined,NON-MOBILE,27,27,0,173
2023,50,2023-12-11,./corporate/,Direct,MOBILE,162,150,127,592
2023,50,2023-12-11,./corporate/,Direct,NON-MOBILE,90,80,53,742
2023,50,2023-12-11,./corporate/,Other,MOBILE,1,1,1,1
2023,50,2023-12-11,./corporate/,Other,NON-MOBILE,7,7,6,112
2023,50,2023-12-11,./corporate/,Paid,MOBILE,14,14,0,149
2023,50,2023-12-11,./corporate/,Paid,NON-MOBILE,6,6,0,69
2023,50,2023-12-11,./corporate/,SEO,MOBILE,3554,3393,2667,19699
2023,50,2023-12-11,./corporate/,SEO,NON-MOBILE,2078,2025,1587,16284
2023,50,2023-12-11,./corporate/,Undefined,MOBILE,7,7,0,50
2023,50,2023-12-11,./corporate/,Undefined,NON-MOBILE,1,1,0,26
2023,50,2023-12-11,./housing/,Direct,MOBILE,8719,7793,3538,29934
2023,50,2023-12-11,./housing/,Direct,NON-MOBILE,4403,4141,1714,23920
2023,50,2023-12-11,./housing/,Other,MOBILE,738,685,386,2633
2023,50,2023-12-11,./housing/,Other,NON-MOBILE,349,324,43,4230
2023,50,2023-12-11,./housing/,Paid,MOBILE,6483,5636,759,25928
2023,50,2023-12-11,./housing/,Paid,NON-MOBILE,3593,3315,652,24049
2023,50,2023-12-11,./housing/,SEO,MOBILE,6011,5380,2180,31390
2023,50,2023-12-11,./housing/,SEO,NON-MOBILE,4723,4452,1455,35757
2023,50,2023-12-11,./housing/,Undefined,MOBILE,381,381,0,2228
2023,50,2023-12-11,./housing/,Undefined,NON-MOBILE,185,185,0,1187
2023,50,2023-12-11,./members/,Direct,MOBILE,47946,41183,13119,178301
2023,50,2023-12-11,./members/,Direct,NON-MOBILE,44556,37097,5883,249757
2023,50,2023-12-11,./members/,Other,MOBILE,1330,1031,241,5846
2023,50,2023-12-11,./members/,Other,NON-MOBILE,3714,2719,39,23287
2023,50,2023-12-11,./members/,Paid,MOBILE,10650,8390,152,47674
2023,50,2023-12-11,./members/,Paid,NON-MOBILE,18472,15289,60,131894
2023,50,2023-12-11,./members/,SEO,MOBILE,7234,5842,665,32136
2023,50,2023-12-11,./members/,SEO,NON-MOBILE,22523,18592,691,158410
2023,50,2023-12-11,./members/,Undefined,MOBILE,1616,1615,0,11833
2023,50,2023-12-11,./members/,Undefined,NON-MOBILE,728,725,0,6774
2023,50,2023-12-11,.Home,Direct,MOBILE,51613,45635,25740,354679
2023,50,2023-12-11,.Home,Direct,NON-MOBILE,30722,27144,11921,277618
2023,50,2023-12-11,.Home,Other,MOBILE,2522,2219,1419,13695
2023,50,2023-12-11,.Home,Other,NON-MOBILE,2433,1989,480,32739
2023,50,2023-12-11,.Home,Paid,MOBILE,33290,28957,15370,242806
